id	document	labels
950	8월 수출액 전년比 41% ↑ 반도체 철강 석유제품 승용차 등 주력 산업 수출 급증 8월 들어 20일까지 선박 철강 석유제품 반도체 등 수출금액이 지난해 같은 기간보다 약 41% 증가한 것으로 나타났다. 이달 말까지 수출 증가세가 이어지면 월 수출액은 작년 11월부터 10개월 연속으로 전년 동기 대비 성장하는 것이다. 23일 관세청에 따르면 지난 1∼20일 수출액 통관기준 잠정치 이 322억달러로 작년 동기 대비 40.9% 94억달러 증가했다. 조업일수를 고려한 일평균 기준 수출액은 31.5% 증가했다. 품목별로 보면 반도체 39.8% 철강제품 57.2% 석유제품 55.3% 승용차 37.0% 무선통신기기 47.0% 자동차 부품 31.8% 선박 69.5% 등의 수출이 늘었다. 반면 가전제품 0.1% 등의 수출은 감소했다. 주요 수출 상대국별 증가율은 중국 37.3% 미국 50.1% 베트남 12.9% 유럽연합 42.7% 일본 49.0% 대만 60.7% 등으로 나타났다. 수출은 코로나19 재확산에도 불구하고 탄탄한 성장세를 보여주고 있다. 지난 7월 수출액 554억달러 은 역대 월 기준 최고치를 기록했다. 이달 20일까지 수입액은 358억달러로 지난해 같은 기간보다 52.1% 123억달러 늘었다. 이에 따라 이달 들어 20일까지 무역수지는 35억달러 적자를 나타냈다	0
951	SK하이닉스가 지난 20일부터 하반기 신입채용을 시작했다고 23일 밝혔다. 2월과 6월에 이어 올해 세번째 수시채용이다. 이번 채용에서만 세 자릿수의 신입 사원을 뽑아 올 한해 신입사원 인원은 총 네 자릿수가 될 예정이다. 모집 직무는 설계 소자 R D공정 양산기술 양산관리 Product Engineering 등 20개 분야다. 지역별 이천 청주 구분 채용 방식으로 진행돼 지원자가 원하는 근무지를 직무와 연계해 사전에 선택할 수 있다. 지원서 접수는 29일 오후 8시까지 가능하다. 채용절차는 서류전형 SKCT 인적성평가 면접 최종 오리엔테이션 OT Orientation 건강검진 순으로 진행된다. 최종 OT 온라인 진행 도 채용 과정 중 하나이므로 반드시 이수해야 최종합격 할 수 있다. 최종합격자 중 기졸업자는 2021년 11월 졸업예정자는 2022년 1월 입사가 진행될 예정이다. 채용과 관련된 자세한 정보는 SK하이닉스 뉴스룸 SK하이닉스 채용 홈페이지 SK하이닉스 유튜브 SK그룹 채용 유튜브 SK채용 공식블로그 등을 통해 확인할 수 있다. SK하이닉스 측은 우수한 인재 채용으로 반도체 산업에서 변화를 선도하겠다 며 한국 반도체의 역량을 높여 국가경제에 기여하기위해 SK하이닉스가 올해도 대규모 채용을 진행하기로 했다 고 이번 채용의 의미를 설명했다. SK하이닉스는 올해부터 수시채용 방식으로 신입사원을 모집하고 있다. 인력이 필요할 때마다 수시로 직무별 특화된 인재를 채용하고 실제 업무에 필요한 직무역량과 전문성을 중심으로 선발하는 방식이다. 수시채용에서는 직무별로 채용 일정과 면접 방법이 각각 다를 수 있는 만큼 자신이 지원하는 분야의 채용 프로세스를 꼼꼼히 살펴봐야 한다. 한편 SK그룹은 이달 말 그룹 차원의 신입사원 공개채용 모집 공고를 낼 예정이다. 이번 공개채용은 SK그룹의 마지막 공개채용으로 내년부터는 멤버사별 100% 수시채용으로 전환한다	0
952	이데일리 신민준 기자 “연내 극자외선 EUV 을 활용한 4세대 1a D램 제품 양산에 들어갈 예정이다. EUV가 적용되는 레이어는 첫 제품이라서 많지 않다. 첫 적용이라 한 레이어에만 적용한다. 이후 1b 1c 등 제품에서 늘려갈 계획이다. ASML과 계약을 통해 향후 수년 동안 EUV 장비의 안정적인 도입 가능하도록 했다. 기술을 첫 적용하는 것이어서 다양한 불확실성이 예상되지만 전담팀 구성해 문제없도록 각고의 노력을 기울이고 있다.” SK하이닉스 000660 2021년 1분기 컨퍼런스콜	0
953	SK하이닉스는 28일 1·4분기 실적 발표 후 열린 컨퍼런스콜에서 케펙스 시설투자 관련 반도체 업계 쇼티지 공급부족 으로 내년 투자분의 일부를 올해 하반기에 당겨 집행하는 것으로 결정했다 며 연초 계획보다 시설투자 규모가 다소 증가하지만 이에 따른 생산량 증가는 내년에 발생할 것 이라고 언급했다	0
954	SK하이닉스 대규모 손실설에 법적 대응 WSTS 올해 반도체 시장 19.7% 성장 전망 내년에도 메모리반도체 중심 매출 증가 9일 이데일리TV 빅머니1부 ‘기업 in 이슈’ 방송 이데일리TV 성주원 기자 9일 이데일리TV 빅머니1부 ‘기업 in 이슈’에서는 증권가 악성 루머에 법적 대응한 SK하이닉스 사례와 올해 반도체 시장 성장 전망을 살펴봤다. SK하이닉스 000660 는 제품 불량에 따른 대량손실 풍문과 관련해 지난 8일 입장문을 내고 사법당국에 공식 수사를 의뢰했다. 허위사실 유포에 의한 명예훼손과 허위사실 유포로 인한 업무방해 혐의가 고소장에 포함됐다. 이같은 악성 루머는 불공정거래를 위한 악의적 정보에서 비롯됐을 가능성이 크다. 불공정거래란 공정하지 못한 방법으로 얻은 정보를 이용하거나 다른 사람을 속이는 등 시장 메커니즘에 반하는 방법으로 이득을 취하는 것을 말한다. 불공정 거래 유형에는 △시세조종 △미공개정보 이용 △부정거래행위 △단기매매차익거래 △주식소유 및 대량보유 보고 위반 등이 있다. 이번 사례는 사실과 다른 내용을 시장에 퍼뜨려 주가를 상승시키거나 하락시키는 행위인 시세조종 주가조작 에 해당할 수 있다. 루머 여파로 SK하이닉스 주가는 2거래일 연속 하락 마감했다. 마켓포인트에 따르면 기관은 전날 299억원 어치를 순매도했고 이날은 기관과 외국인이 각각 1146억원 1631억원 어치씩 순매도했다. 한편 반도체 수급동향 조사기관 WSTS 세계반도체시장통계기구 는 올해 반도체 시장 성장률 전망치를 상향 조정했다. 올해 반도체 시장 예상 매출액이 전년 대비 19.7% 증가한 5272억2300만달러 약 587조4000억원 에 달할 것이라는 분석이다. 이는 지난 3월 제시한 시장 성장률 10.9%를 2배 가까이 높인 것이다. 앞서 반도체 전문 시장조사업체 IC인사이츠는 올해 반도체 시장 성장률을 기존 12%에서 19%로 7%포인트 상향 조정했다. 특히 삼성전자 005930 와 SK하이닉스가 주도하고 있는 메모리반도체 시장 성장률은 31.7%로 전망된다. 전체 반도체 제품군 중 가장 높은 성장률을 보일 것이라는 전망이다	1
955	전년 동기 대비 65% 증가 2분기 메모리 시황 더 밝다 사진 SK하이닉스 SK하이닉스가 메모리 반도체 가격 상승으로 지난 1분기 호실적을 거뒀다. SK하이닉스는 올 1분기 매출액 8조4942억원 영업이익 1조3244억원 영업이익률 16% 순이익 9926억원 순이익률 12% 을 기록했다고 28일 발표했다. 매출과 영업이익은 전년 동기 대비 각각 18%와 66% 증가했으며 전 분기 대비로는 7% 37%씩 늘었다. 보통 1분기는 메모리 반도체 계절적 비수기로 평가되지만 코로나19 이후 PC와 모바일에 적용되는 제품에 대한 수요가 늘면서 실적에 호재로 작용했다고 회사 측은 설명했다. 또 주요 제품의 수율이 빠르게 개선되면서 원가 경쟁력도 높아졌다. D램은 모바일 PC 그래픽 제품을 중심으로 판매량이 늘었다. 그 결과 전 분기 대비 제품 출하량이 4% 증가했다. 낸드플래시는 모바일에 들어가는 고용량 제품 판매량이 늘면서 전 분기 대비 출하량이 21% 증가했다. 올 2분기 전망은 더 밝다. D램 수요는 전 세계적으로 늘어나고 낸드플래시도 시황이 개선될 것으로 관측했다. D램은 올 2분기부터 12GB 기가바이트 기반의 고용량 MCP Multi Chip Package 여러 종류의 칩을 묶어 단일 제품으로 만든 반도체 를 공급하겠다고 회사는 밝혔다. D램 주력인 10나노급 3세대 1z 제품의 생산량도 늘리기로 했다. 극자외선 EUV 을 활용해 올해 안에 4세대 1a 제품 양산을 시작하겠다고 덧붙였다. 낸드플래시는 128단 제품의 판매 비중을 높이고 연내 176단 제품 양산을 시작하겠다고 SK하이닉스 측은 설명했다. 노종원 경영지원담당 부사장 CFO 은 SK하이닉스는 지난해 이사회 중심 책임경영 체제 강화 반도체·디스플레이 탄소중립위원회 참여 등 ESG 경영활동을 지속해 왔다 며 앞으로도 친환경 기술을 적극 개발하는 등 RE100수준을 높여가면서 반도체 산업이 ESG 모범 사례가 되도록 힘쓰겠다 고 말했다	1
956	분기영업익도 4조원의 벽 넘어서 서버·스마트폰 메모리 반도체 수요↑ 덕분 주력제품 수율 높여···낸드플래시 흑자전환 성과도 서울경제 SK하이닉스가 창사 이래 분기 단위 최대 매출을 달성했다. 또한 분기 영업이익도 메모리 반도체 슈퍼사이클이었던 지난 2018년 4분기 이후 2년 반 만에 4조원의 벽을 뛰어넘었다. SK하이닉스는 올해 3분기 매출 11조8 053억 원 영업이익 4조1 718억 원 영업이익률 35% 순이익 3조 3153억 원 순이익률 28% 의 경영실적을 올렸다고 26일 발표했다. 호실적의 배경은 서버와 스마트폰 모바일 에 들어가는 메모리 반도체 수요가 늘고 제품 가격이 상승한 덕분으로 분석된다. 이와 함께 SK하이닉스는 10나노급 3세대 1z D램과 128단 4D 낸드 등 주력 제품의 수율을 높이고 동시에 생산 비중을 확대해 원가경쟁력을 개선하면서 4조원대 영업이익을 거뒀다. 또 그동안 적자가 지속되어 온 낸드 사업이 흑자로 돌아섰다. 노종원 SK하이닉스 부사장 CFO 은 이러한 경영실적에 대해 “최근 글로벌 공급망 차질 등으로 우려가 있음에도 불구하고 메모리 반도체 시장이 계속 성장하고 있다는 의미”라고 설명했다. 향후 시장에 대해 SK하이닉스는 메모리 수요가 꾸준히 증가할 것으로 전망하고 앞으로도 시장 환경 변화에 유연하게 대응하면서 수익성 확보에 집중할 예정이다. 아울러 SK하이닉스는 연내 인텔 낸드 사업부 인수가 마무리되면 흑자 전환한 낸드 사업의 경쟁력이 더욱 강화될 것으로 기대하고 있다. 노 부사장은 “인수 이후 SK하이닉스는 양사의 강점을 극대화하는 방향으로 상호보완적인 제품 포트폴리오를 구성하고 규모의 경제도 갖추어 가겠다”며 “이와 함께 R D 기반을 확대하여 명실상부한 글로벌 메모리 반도체 리더로 진화해 갈 것”이라고 덧붙였다	1
957	아시아경제 우수연 기자 올해 1분기 글로벌 낸드 플래시 시장의 매출 규모가 전기대비 5% 증가한 가운데 삼성전자·SK하이닉스 등 국내 업체들이 시장 점유율을 소폭 늘렸다. 1분기 낸드 플래시 평균 가격은 전반적으로 하락했지만 국내 업체들은 출하량 증가로 가격 하락분을 상쇄하며 매출 증가와 점유율 상승을 나타냈다. 27일 트렌드포스에 따르면 올해 1분기 글로벌 낸드 플래시 시장 매출은 148억2000만달러로 전기대비 5% 증가했다. 비트 단위 출하량은 전기대비 11% 늘었으나 평균 판매 가격 ASP 이 5% 하락했다. 트렌드포스는 노트북 및 PC 모바일용 낸드 수요는 견조했지만 데이터센터용 낸드 공급 과잉 상태가 유지되며 평균 가격을 끌어내렸다고 분석했다. 업체별 매출을 살펴보면 낸드사업부 양도를 결정한 인텔을 제외하고는 모든 업체들의 매출이 증가했다. 삼성전자 낸드플래시 매출이 49억7000달러로 전기대비 7% 늘었으며 점유율은 0.6%p 가량 소폭 늘었다. 트렌드포스는 1분기부터 스마트폰과 노트북에 탑재되는 삼성전자 낸드 수요가 늘었고 기업용 SSD 수요는 직전 4분기 낮은 기저효과의 영향을 받았다고 분석했다. SK하이닉스 낸드 부문 매출은 18억2770만달러로 업체 중 유일하게 전기대비 두자릿수 증가율 11.5% 을 기록했다. 시장 점유율은 지난 4분기 대비 0.7%p 늘어난 12.3%를 차지했다. 지난 1분기에 중국 스마트폰 브랜드들의 낸드 재고 확충 수요가 늘면서 모바일용 낸드 비중이 높은 SK하이닉스의 매출이 상대적으로 큰 폭으로 늘었다. 한편 트렌드포스는 2분기부터는 공급 우위 현상이 공급 부족으로 전환되면서 전반적인 낸드 가격 상승이 가시화되고 있다고 전했다. 낸드 고정거래가격 128Gb 16Gx8 MLC 은 올해 4월말 전월대비 8.57% 급등한 4.56달러로 집계됐다	1
958	디지털세 합의안 IF 총회서 130개국이 지지 연결 매출액 27조·영업이익률 10% 넘는 기업 초과이익의 20 30% 매출 발생국서 과세 국제최저법인세율 15% 합의…해운소득은 제외 … 사진 클립아트코리아 디지털세 Digital Tax 과세 대상에 거대 다국적기업 100여 곳이 포함될 것으로 보인다. 국내 기업으로는 삼성전자 SK하이닉스 등 1 2곳이 포함될 가능성이 높다. 연 27조원 200억 유로 이상 매출 연결기준 을 올린 다국적기업의 영업이익률이 10% 넘겼을 땐 매출발생국에게 과세권을 주자는데 국제 합의가 이루어졌다. 물리적 사업장이 있는 경우에만 가능했던 글로벌 법인세 체계의 대수술이 임박한 것이다. 1일 OECD·G20 포괄적 이행체계 IF 는 제12차 총회를 열고 필라 1·2의 핵심내용에 대한 합의를 추진했다고 기획재정부가 2일 밝혔다. 필라 1은 매출발생국 시장소재국 에 과세권 배분을 필라 2는 글로벌 최저한세율 도입하는 내용을 담고 있다. 기재부는 IF 139개국 중 9개 국가의 반대로 전체 합의에 이르지는 못했으나 전반적인 지지를 얻고 대외에 공개됐다 고 했다. 누가 얼마를 내나…디지털세 과세 골격은 합의안에 따르면 연결매출액 27조원 200억 유로 ·이익률 10% 이상 기준에 들어간 다국적기업이 디지털세 과세 대상이 된다 필라1 . 단 체굴업 규제되는 금융업은 과세대상에서 빠진다. 이익률이 10% 넘으면 그 초과이익의 20 30%에 해당하는 이익에 세금을 물리는 구조다. 이 때 시장소재국들이 과세권을 나눠 갖는다. 매출은 재화·서비스가 사용·소비되는 최종 시장소재국으로 귀속되며 특수한 거래 B2B 거래 등 에 대한 매출귀속기준은 추후 정립하기로 했다. 매출귀속기준 예 상품 배송 주소 에 의해 기업의 매출이 어느 국가에서 얼마나 발생했는지를 판정한 후 국별 매출액비를 국가간 과세권 배분 기분으로 활용된다. 필라1에 의해 배분된 과세권과 관련된 분쟁은 의무적·강제적 분쟁해결 절차로 조정되며 각국은 이 결과에 구속된다. 필라1이 도입된다면 기존 디지털서비스세 등 유사한 과세제는 폐지가 검토된다. 특히 법인세의 국제 최저세율을 15% 이상으로 하는 하자는데도 합의했다 필라2 . 실질 사업활동 지표 급여비용·유형 자산 순장부가치 의 일정 부분을 과세표준에서 공제하며 국제해운소득은 필라2 적용에서 제외시킨다. 디지털세 도입때 우리나라 영향은 기재부는 필라1에 대해 그간 물리적 사업장이 있는 경우에만 가능했던 외국기업에 대한 과세를 사업장 없이도 가능하게 만든 점에서 지난 100년간 지속된 국제조세원칙의 대변경 이라고 평가했다. 100여개 기업에 적용될 예정이며 이 중 우리 기업은 1 2개로 예상된다. 이어 이중과세 조정 절차가 별도로 마련되어 기업 세부담은 필라1 도입 전과 비교해서 중립적으로 기업 경쟁력에 미칠 영향은 미미할 것으로 예상된다 고 했다. 필라2에 대해선 국내 법인세율 수준 최고세율 25% 을 고려할 때 15% 수준의 최저한세율이 국내에 미치는 영향은 제한적일 것 이라고 진다했다. 최저한세가 도입된다면 국가 간 법인세 인하 경쟁은 감소할 수밖에 없다. 정부는 우리나라의 글로벌 기업 유치에 긍정적인 신호로 해석한다. 또 주요 산업인 해운업이 필라2 적용이 제외되면서 기존 운영 중인 톤세 제도와 조화롭게 공존할 것으로 봤다. 재정영향에 대해선 필라1에 따라 우리나라도 1 2개 기업의 글로벌 이익 일부가 해외로 배분되겠지만 반대로 거대 플랫폼 기업으로부터 과세권을 확보하게 된다 면서 필2에 따라 시행 초기에는 세수가 증가할 수 있을 것으로 보인다 고 했다. 이번 공개된 합의안은 내주 개최되는 G20 재무장관회의에서 보고된다. 이 회의엔 홍남기 부총리가 직접 참석해 필라1·2 등 주요 국제이슈 관련해서 논의할 예정이다. 기재부 관계자는 10월 G20까지 필라1·2 관련 세부 쟁점을 논의할 예정 이라며 정부는 10월까지 우리 측 이해 관계를 최대한 반영하기 위해 노력할 것 이라고 밝혔다	0
959	연매출 42조9978억원…사상 최대 3년 전 슈퍼호황 40조4451억원 뛰어넘어 영업익 12조4103억원…147.6% 상승 1주당 1540원 총 1조원 규모 배당금 지급 이데일리 신중섭 기자 SK하이닉스 000660 가 지난해 43조원에 육박하는 사상 최대 실적을 기록했다. 반도체 슈퍼 호황기였던 2018년 실적까지 뛰어넘으며 3년 만에 최대치를 경신했다. SK하이닉스는 지난해 연결기준 매출액이 42조9978억원으로 전년 동기 대비 34.8% 증가했다고 28일 공시했다. 같은 기간 영업이익은 147.6% 늘어난 12조4103억원이며 순이익은 9조 6162억원으로 순이익률 22%를 기록했다. 지난해 매출은 ‘반도체 슈퍼 호황기’였던 2018년 40조4451억원을 넘어서며 3년 만에 최고 기록을 갈아치웠다. 다만 영업이익은 2018년 최고 기록인 20조8438억원에는 미치지 못했다. SK하이닉스는 공급망 차질 등 불확실한 시장환경이 이어졌지만 비대면 정보기술 IT 수요 증가와 적극적인 제품 공급 노력으로 사상 최대 매출 기록을 경신했다고 밝혔다. 특히 D램 사업에서 PC 서버향 제품 등 응용분야 수요에 탄력 대응해 수익성 확보에 집중했다. 또 업계 최초로 개발한 DDR5 HBM3 등 차세대 고부가가치 제품에서 최고 수준의 품질 경쟁력을 확보한 것이 호실적을 이끌었다는 게 회사 측 설명이다. 아울러 지난해 3분기 흑자전환에 성공한 낸드 사업에서는 128단 제품 경쟁력을 바탕으로 시장 평균을 크게 뛰어넘는 판매량 증가율을 기록함으로써 연간 기준으로도 흑자를 기록했다. 지난해 4분기만 놓고 봐도 ‘호실적’을 기록했다. SK하이닉스는 작년 4분기 매출 12조 3766억원 영업이익 4조 2195억원의 실적을 올렸다. 매출은 사상 처음으로 분기 기준 12조원을 넘어섰고 영업이익은 2분기 연속 4조원대 기록을 이어갔다. SK하이닉스는 올해 하반기부터 공급망 이슈가 점진적으로 해소되면서 메모리 반도체 수요가 늘어날 것으로 전망했다. 이에 D램 사업에서는 재고를 탄력적으로 운영해 시장의 변동성을 줄이면서 수익성에 집중하는 전략을 펼친다는 계획이다. 낸드플래시 사업의 경우 규모의 성장을 이어간다는 방침이다. 지난 연말 인텔 낸드사업부 인수 1단계 절차가 마무리되며 출범한 미국 자회사 솔리다임의 SSD 사업이 추가되며 판매량이 지난해 대비 약 2배로 늘어날 것으로 SK하이닉스는 전망했다. 이와 함께 SK하이닉스는 이날 1주당 1540원의 배당금을 지급한다고 발표했다. 전년 1170원 대비 30% 이상 상향됐으며 배당금 지급 총액은 1조589억원이다. 또 올해부터 2024년까지 새로운 배당 정책을 적용하기로 하고 기존 1000원이었던 주당 고정배당금을 1200원으로 올리기로 했다. 잉여현금흐름 FCF 의 5%를 추가로 배당하는 기조는 유지하기로 했다. 더불어 SK하이닉스는 향후 3년간 창출되는 FCF의 약 50%를 주주환원 재원으로 쓰고 상황에 따라 자사주 매입을 검토하겠다고 밝혔다. 한편 SK하이닉스는 올해 1분기 중 대졸 신입과 경력사원 공채를 시행한다. 용인 반도체 클러스터 구축 미국 낸드 자회사 솔리다임 출범 이천 M16 팹 본격 가동 등 미래 신성장동력 준비를 위해 예년 대비 채용 규모를 확대하기로 했다. 모집 분야는 공정 소자 설계 테스트 패키징 SoC 소프트웨어 데이터 사이언스 상품기획·전략 등이며 다음달에 채용 일정을 홈페이지에 올릴 예정이다	1
960	SK하이닉스 사진 뉴스1 하이투자증권은 23일 SK하이닉스에 대해 주가 바닥을 확인했을 가능성이 높다며 기간 조정이 발생한다면 저가 매수 기회로 활용하라고 조언했다. 투자의견은 매수 목표주가는 12만5000원에서 15만5000원으로 상향했다. 전일 종가는 12만7000원이다. 송명섭 하이투자증권 연구원은 올해 4분기 PC 스마트폰 출하가 생산 업체들의 기존 가이던스를 크게 상회하고 있으며 현물가격의 반등도 예상보다 이른 시기에 발생 중 이라며 내년 반도체 가격 낙폭 및 실적이 우려했던 것보다 양호할 가능성이 커졌다 고 판단했다. 하이투자증권은 내년 SK하이닉스의 매출 및 영업이익 전망치를 기존 45조6000억원 10조2000억원에서 47조2000억원 12조2000억원으로 각각 상향했다. 송 연구원은 현물가격 반등과 예상보다 양호한 4분기 세트 출하를 반영해 내년 1분기 D램 혼합 ASP 평균판매단가 하락 폭은 기존 예상보다 작은 7 8%에 그칠 것 이라며 내년 1분기 D램 부문별 고정거래가격 낙폭은 PC 및 모바일 한자리수대 중후반 서버 10% 수준을 기록할 것 이라고 전망했다. 그는 내년 실적 전망치 상향 조정에 따른 주당가치 상승 요소와 우려보다 양호한 업황 전망을 감안한 밸류에이션 기업가치 대비 주가수준 배수 상승 요소를 반영해 목표주가를 전고점 수준인 15만5000원으로 상향 조정한다 고 설명했다. 이어 송 연구원은 주가가 전저점으로 바닥을 확인했을 가능성이 매우 높고 장기적인 관점에서는 이미 상승 추세에 접어든 것으로 보인다 며 향후 기간 조정이 발생한다면 좋은 저가 매수의 기회로 활용할 필요가 있다 고 조언했다	1
961	자료제공 SK하이닉스 SK하이닉스는 2일 서울 서대문구 경찰청에서 보건복지부 경찰청과 치매환자·발달장애인 실종 예방을 위한 배회감지기 무상보급 사업 업무협약을 체결하고 올해 행복GPS 5000대를 보급하겠다고 밝혔다. 이 사업은 SK하이닉스가 치매환자와 발달장애인의 실종 예방을 위해 손목형 위치추적장치인 배회감지기 행복GPS 를 무상으로 제공하고 통신비를 지원하는 사회공헌활동이다. SK하이닉스 구성원들이 자발적으로 조성한 행복나눔기금 을 통해 지난해 말까지 약 2만여대의 행복GPS가 보급됐다. 앞서 SK하이닉스는 2017년 8월 경찰청과 치매환자 실종 예방 및 신속 발견을 위한 1차업무협약 을 맺고 실종 예방 활동에 나섰다. 행복GPS 사업을 시작한 이후 477명의 실종 치매환자와 발달장애인이 귀가할 수 있었고 이들의 발견 시간도 평균 실종자 발견소요시간인 12.2시간에서 55분으로 단축했다고 회사 측은 설명했다. 올해부터는 치매환자와 발달장애인 관련 정책을 수립하고 이행하는 복지부와도 손을 잡고 사업을 더욱 강화하기로 했다. 세부적으로 SK하이닉스는 사업 기획 및 행복나눔기금을 통한 행복GPS를 무상 보급 복지부는 산하 중앙치매센터 치매안심센터 와중앙발달장애인지원센터 지역센터 를 통한 대상자 선정 및 행복GPS의 보급·관리 경찰청은 행복GPS를 활용한 실종자 수색·발견의 역할을 한다. 세 기관은 이날 배우 박인환 씨를 사회적 약자 실종 예방을 위한 홍보대사 로 위촉했다. 박 씨는 앞으로 실종아동의 날 5월25일 치매극복의 날 9월21일 기념일 행사에 참여하는 등 행복GPS 사업과 실종 예방 홍보 활동에 동참할 예정이다. 권덕철 복지부 장관은 실종 위기는 예고 없이 찾아오기 때문에 이를 예방하고 상황 발생 시 신속하게 대처할 수 있는 촘촘한 사회안전망 구축이 중요하다 며 사회적 약자 보호를 위해 정보통신 기술을 활용한다양한 안전서비스가 확대되기를 바란다 고 말했다. 김창룡 경찰청장은 배회감지기 무상보급 사업은 실종에 대한 불안감을 줄여준다는 점에서 보급 대상자와 가족들의 만족도가 높은 사업 이라며 복지부 SK하이닉스를 비롯한 지역사회와 협업해 모든 국민이 실종의 위험으로부터 안전하게 지낼 수 있도록 최선을 다하겠다 고 강조했다. 김윤욱 SK하이닉스 지속경영담당 부사장은 행복GPS 사업이 사회안전망구축에 기여하는 민·관협력 기반의 성공적인 모델로 자리 잡길 기대한다 며 앞으로도 치매환자와 발달장애인의 실종 예방을 위해 지속해서 지원하겠다 고 말했다	0
962	모건스탠리 한국 기술산업 전망 주의 로 하향 삼성 8.4만→7.7만 SK하닉 15.6만→8만원 골드만삭스 D램 가격 악화 수익성 하락은 제한적 이데일리 이은정 기자 외국계 증권사들이 삼성전자 005930 SK하이닉스 000660 등 반도체 제조사들에 대한 목표주가를 잇따라 하향조정하고 있다. SK하이닉스의 목표주가는 절반 가까이 깎이기도 했다. 메모리 반도체 가격 우려에 따라 신중한 접근이 권고되는 가운데 다운사이클 장기화로 이어질 가능성은 적다는 의견도 제시되고 있다. 사진 모건스탠리 리포트 모건스탠리는 11일 현지시간 ‘겨울이 오고 있다 Winter Is Coming ’ 제목의 리포트를 통해 “D램 업황은 활력을 잃고 있다”며 주요 메모리반도체 제조사들의 목표주가를 하향조정했다. 한국 기술 산업 전망에 대해서도 기존 ‘중립’ in line 에서 ‘주의’ cautious 로 하향조정했다. 기업별로는 SK하이닉스는 기존 15만6000원에서 8만원으로 무려 절반 가까이 48.7% 낮췄다. 투자의견은 ‘비중확대’ Overweight 에서 ‘비중축소’ Underweight 로 제시했다. 삼성전자는 8만4000원에서 7만7000원으로 8.3% 내리며 투자의견은 ‘비중확대’를 유지했다. 마이크론에 대해서는 105달러에서 75달러로 28.6% 낮추며 투자의견 ‘중립’ Equal weight 으로 조정했다. 모건스탠리는 “다음 침체는 내년 1분기에 시작되고 D램은 내년 공급과 상태를 유지 재고 축적 상황이 악화될 것”이라며 “부품 공급에 의해 수요가 억제되는 동안 최근 성장 지표는 하향조정됐다. 반도체 경기 지표는 2019년 이래 처음으로 ‘미드 사이클’에서 ‘레이트 사이클’로 전환했다”고 전했다. 골드만삭스도 12일 현지시간 “가장 우려되는 점은 D램 가격 약화가 내년까지 연장되고 고객사 재고 수준이 높다는 것”이라며 “D램 가격은 올 4분기부터 하락하기 시작해 내년에 다운사이클에 진입 메모리반도체 제조사들의 주당순이익 EPS 성장률 제한에 영향을 미칠 것”이라고 짚었다. 다만 D램 가격 우려에도 한국 메모리반도체에 대한 긍정적인 시각을 유지한다고 언급했다. 골드만삭스는 “DDR5 전환 시작을 감안할 때 공급부족이 내년까지 지속되고 또 내년 2분기까지 웨이퍼 용량을 확장할 수 있는 공간이 제한적일 것으로 예상한다”며 “가격 하락보다 D램 공급 업체의 원가 하락폭이 더 커 삼성전자와 SK하이닉스 모두 D램 수익이 상승 의미 있는 EPS 성장으로 이어질 전망”이라고 설명했다. 앞서 외국계 증권사 CLSA도 9일 현지시간 삼성전자와 SK하이닉스 투자의견을 ‘매수’에서 ‘언더퍼폼 비중 축소 ’로 하향조정했다. 목표주가는의 경우 삼성전자는 11만원에서 8만6000원으로 SK하이닉스는 17만2000원에서 12만3000원으로 내렸다. CLSA는 “메모리 반도체 가격은 코로나19에 따른 IT 수요와 데이터 센터 재고 축적으로 상승해 왔지만 PC와 스마트폰 주문자상표생산 OEM 업체들이 재고 축적을 완화하기 시작했다”며 “올 4분기부터 내년 4분기까지 D램과 낸드의 혼합 평균판매단가 ASP 25% 하락을 예상한다”고 전했다. 국내 증권사도 목표주가 하향조정에 나섰다. 하나금융투자는 이날 SK하이닉스에 대해 투자의견 ‘매수’를 유지하면서도 목표주가를 16만5000원에서 13만원으로 21% 내려 잡았다. D램 평균가격 하락에 따라 내년 영업이익 추정치를 14조4000억원에서 10조8000억원으로 내렸다. 다만 단기간 급락세에 따른 추가적 하락 가능성은 제한적이라고 봤다. 반도체 다운사이클 장기화로 이어질 가능성은 적다는 의견도 제시됐다. 이날 이재윤 유안타증권 연구원은 “삼성전자 SK하이닉스 마이크론이 보유 중인 재고가 1주 미만으로 거의 없고 생산 보틀넥 병목현상 도 심화되고 있다”며 “2018년 4분기에서 2019년 4분기 때와 같은 ‘깊고 긴 가격 조정’이 재현되기는 힘들다고 판단한다. 올 4분기에서 내년 2분기 모멘텀 둔화 과정을 거쳐 늦어도 내년 3분기부터는 재차 반등할 것”이라고 말했다. 한편 이날 오후 12시23분 현재 삼성전자는 전일대비 1.4% 떨어진 7만7400원을 기록중이고 SK하이닉스도 4.27% 하락한 10만1000원에 거래되고 있다. 이는 연중 최저가 수준이다. 양사의 주가는 전일에도 각각 2%대 6%대 하락한 바 있다	1
